crop,location,soil_type,growing_season,ph,temperature,rainfall,humidity,irrigation,fertilizer,previous_yield,area,n_content,p_content,k_content,yield
Wheat,Pacific Northwest,Black Soil,Kharif,7.46,21.8,1795.9,57.3,892.3,247.4,3.62,32.1,119.3,65.2,86.5,3.16
Soybean,Pacific Northwest,Clay,Rabi,6.26,17.1,615.4,84.4,894.3,127.6,1.8,37.0,92.0,18.5,59.0,1.85
Cotton,Pacific Northwest,Alluvial,Spring,5.93,33.1,516.4,42.8,417.5,232.4,1.67,43.4,78.6,72.9,20.6,1.69
Soybean,Southeast,Clay,Autumn,7.52,29.1,819.7,40.7,628.0,100.5,1.95,47.5,94.0,43.1,25.7,1.89
Cotton,Southeast,Alluvial,Spring,7.68,25.5,879.8,43.2,684.4,231.9,1.68,12.2,46.3,37.3,76.9,1.76
Cotton,Midwest,Alluvial,Kharif,6.48,30.4,454.4,68.3,834.6,128.7,1.96,19.0,100.0,16.2,113.3,1.89
Rice,Delta Region,Alluvial,Spring,5.83,22.4,1143.3,57.9,247.9,159.7,3.56,30.0,40.1,24.6,45.4,3.61
Potato,Midwest,Alluvial,Kharif,7.8,25.9,547.1,73.1,219.7,66.9,14.43,4.5,68.2,32.1,91.6,12.45
Tomato,Great Plains,Silt Loam,Autumn,6.56,16.7,1734.6,63.7,159.4,148.1,19.55,28.8,165.0,31.2,99.8,17.14
Cotton,Midwest,Clay,Spring,7.22,16.6,1740.8,74.8,871.1,173.0,1.7,32.9,106.5,53.1,55.2,1.63
Cotton,Pacific Northwest,Clay,Autumn,7.29,22.2,517.2,44.6,716.0,125.6,1.85,45.1,66.4,81.8,87.2,1.97
Cotton,Delta Region,Alluvial,Summer,5.57,16.9,525.5,43.5,773.7,228.2,1.89,9.9,108.1,41.5,119.3,1.7
Tomato,Pacific Northwest,Silt Loam,Summer,7.33,16.0,960.3,68.1,416.5,121.1,17.74,24.5,133.2,45.5,60.1,15.83
Tomato,Great Plains,Black Soil,Spring,7.85,17.8,1533.5,59.3,378.0,208.8,17.78,46.2,44.7,75.1,23.3,15.6
Potato,Midwest,Sandy Loam,Summer,6.61,16.8,1421.7,88.8,552.0,191.8,16.49,35.3,174.8,45.9,31.0,14.41
Soybean,Delta Region,Alluvial,Summer,7.29,20.5,648.5,74.7,574.9,215.4,2.16,7.7,65.1,39.5,36.2,2.09
Wheat,Great Plains,Silt Loam,Rabi,5.9,17.6,805.3,54.5,519.6,245.5,4.03,21.9,157.7,68.4,81.2,3.55
Corn,Southeast,Silt Loam,Spring,8.12,31.1,1618.3,87.1,333.7,100.9,5.86,13.2,139.3,70.0,99.2,4.8
Corn,Delta Region,Loamy,Spring,7.01,20.9,1230.8,81.7,855.8,109.5,4.93,28.9,121.0,35.0,77.5,4.5
Corn,Great Plains,Sandy Loam,Kharif,7.23,29.1,1164.0,47.3,138.2,125.5,4.87,26.8,98.8,57.4,67.7,4.23
Wheat,Delta Region,Alluvial,Autumn,7.85,27.7,1703.9,45.0,226.2,272.5,3.07,32.5,179.7,68.2,64.6,2.94
Rice,Pacific Northwest,Clay,Kharif,7.49,25.6,787.0,82.6,378.2,116.0,3.77,43.2,139.4,43.9,53.7,3.44
Cotton,Delta Region,Clay,Rabi,5.23,22.0,1171.7,82.4,405.2,64.7,1.79,2.8,141.3,30.6,25.5,1.78
Rice,Midwest,Alluvial,Summer,7.54,20.1,1602.5,56.7,414.8,131.9,4.51,6.2,139.0,42.4,53.1,3.76
Corn,Pacific Northwest,Alluvial,Spring,6.87,24.6,1518.9,86.1,587.6,267.2,5.26,48.2,76.6,40.2,49.8,4.78
Corn,Pacific Northwest,Sandy Loam,Spring,5.45,20.5,1136.0,58.5,808.0,118.2,3.42,20.0,65.7,73.0,35.8,3.41
Soybean,Pacific Northwest,Clay,Kharif,5.78,25.2,615.5,60.3,624.8,54.3,2.72,43.0,72.5,46.6,77.9,2.27
Tomato,Pacific Northwest,Alluvial,Spring,6.82,16.6,1150.6,85.1,859.6,122.2,17.34,39.3,139.1,24.9,106.0,16.48
Potato,Delta Region,Loamy,Rabi,7.16,28.9,1759.8,61.9,328.8,157.1,18.64,44.4,66.4,17.6,40.8,16.01
Corn,Central Valley,Clay,Rabi,7.57,23.3,418.1,48.1,547.3,267.2,6.13,27.3,99.1,38.7,64.8,5.09
Corn,Pacific Northwest,Clay,Rabi,6.76,19.1,1500.2,40.5,113.0,125.9,4.8,10.9,120.3,22.5,40.4,4.22
Rice,Midwest,Loamy,Rabi,6.42,24.8,1414.4,46.1,820.7,230.2,4.64,10.7,91.1,72.1,63.8,3.96
Potato,Midwest,Silt Loam,Autumn,7.45,22.3,1653.0,42.8,322.4,135.1,14.97,30.9,47.8,80.9,37.3,13.27
Wheat,Pacific Northwest,Black Soil,Autumn,7.65,19.4,392.1,53.5,834.3,232.3,2.92,38.7,46.5,52.8,65.8,2.96
Cotton,Delta Region,Alluvial,Kharif,7.35,35.2,1309.8,46.6,141.7,135.9,1.64,5.5,101.5,76.5,61.4,1.64
Cotton,Southeast,Alluvial,Autumn,7.53,18.0,1680.1,72.1,652.8,123.9,1.65,23.7,76.5,22.4,98.7,1.65
Tomato,Midwest,Sandy Loam,Kharif,7.12,20.5,1615.0,62.0,730.9,157.9,15.02,19.9,60.8,50.4,113.1,15.34
Wheat,Midwest,Sandy Loam,Autumn,8.07,31.6,847.7,59.7,527.0,213.9,3.78,3.0,168.1,65.7,34.7,3.03
Wheat,Great Plains,Clay,Rabi,7.51,17.5,620.1,46.5,168.8,60.8,2.86,23.1,114.3,82.6,24.2,2.8
Soybean,Southeast,Alluvial,Autumn,7.95,28.3,1320.9,84.5,819.0,154.5,2.59,21.4,46.9,72.7,49.1,2.21
Rice,Pacific Northwest,Clay,Autumn,5.51,35.4,1245.0,74.7,242.6,123.2,3.5,8.4,164.0,68.5,69.4,3.45
Wheat,Midwest,Clay,Spring,7.45,21.0,1158.5,49.1,117.2,247.1,2.67,47.3,61.0,22.9,37.6,3.03
Soybean,Southeast,Alluvial,Summer,7.14,33.0,628.9,49.8,688.8,209.2,2.33,30.0,154.3,29.2,49.0,2.2
Corn,Great Plains,Loamy,Summer,6.76,26.2,1191.2,56.5,316.8,54.8,4.02,25.6,63.3,75.2,81.4,4.25
Potato,Delta Region,Alluvial,Summer,7.5,22.3,1492.6,62.4,305.9,211.5,15.66,4.5,65.4,44.9,85.8,15.83
Wheat,Delta Region,Alluvial,Summer,6.0,25.0,1072.1,55.9,236.4,259.8,2.89,21.3,119.4,16.2,28.1,3.05
Potato,Southeast,Black Soil,Kharif,7.01,16.6,884.9,76.3,226.1,186.3,9.96,7.9,56.4,37.6,106.5,12.78
Cotton,Great Plains,Clay,Kharif,6.15,31.1,1366.6,60.1,448.7,156.6,1.79,8.4,140.8,25.8,60.9,1.72
Cotton,Delta Region,Alluvial,Summer,8.06,16.9,896.6,56.8,307.4,168.3,1.55,33.5,130.5,53.6,29.7,1.52
Wheat,Pacific Northwest,Loamy,Rabi,7.48,16.8,745.3,66.7,780.8,212.0,3.34,33.1,62.0,72.3,28.4,3.28
Cotton,Midwest,Loamy,Rabi,6.32,21.9,1311.0,84.2,669.0,173.8,1.2,39.3,161.8,53.0,73.6,1.32
Potato,Southeast,Loamy,Kharif,5.53,22.5,1156.6,42.9,347.4,120.3,13.18,38.4,58.7,73.6,20.1,14.02
Cotton,Great Plains,Clay,Autumn,7.95,26.0,1275.5,64.0,765.5,169.8,1.06,46.5,148.6,82.2,83.8,1.3
Corn,Great Plains,Alluvial,Summer,5.56,24.7,537.5,54.8,244.2,190.4,4.24,39.0,140.1,45.5,34.5,4.59
Rice,Midwest,Clay,Kharif,5.39,21.7,1237.0,66.6,736.7,75.9,3.58,16.0,142.6,80.6,111.7,3.3
Tomato,Pacific Northwest,Loamy,Kharif,7.04,19.1,1452.5,69.4,575.2,191.0,18.38,24.1,120.6,51.9,85.2,15.66
Tomato,Pacific Northwest,Clay,Kharif,5.26,20.4,976.4,60.5,690.0,221.4,20.07,37.0,138.9,19.4,54.8,17.52
Wheat,Pacific Northwest,Clay,Autumn,6.83,19.8,489.7,56.1,137.1,236.2,3.44,17.5,77.8,77.0,109.9,3.73
Tomato,Pacific Northwest,Loamy,Summer,5.69,24.4,1525.0,48.5,722.7,226.5,12.37,28.1,48.7,46.6,73.4,16.34
Potato,Midwest,Silt Loam,Spring,7.77,19.5,1155.9,84.5,805.6,165.4,13.87,46.7,165.0,62.1,108.3,13.44
Wheat,Midwest,Silt Loam,Spring,5.45,22.7,515.4,71.6,533.9,236.6,3.18,45.1,155.8,43.2,59.8,3.09
Rice,Midwest,Silt Loam,Autumn,7.53,16.0,457.9,47.8,504.7,86.1,3.48,15.9,166.0,65.2,35.2,3.48
Soybean,Delta Region,Black Soil,Rabi,5.76,30.7,1406.1,43.2,481.5,212.9,1.7,18.1,147.0,80.9,22.0,2.08
Potato,Great Plains,Silt Loam,Kharif,6.47,28.6,886.8,69.1,105.0,256.7,13.59,32.9,115.4,22.0,85.4,13.24
Corn,Midwest,Loamy,Autumn,7.02,35.1,519.3,85.9,655.8,131.0,4.29,7.2,123.1,55.6,73.3,4.63
Wheat,Delta Region,Alluvial,Summer,6.69,30.7,374.1,75.8,685.5,211.3,2.94,18.1,92.8,63.7,102.2,3.11
Tomato,Great Plains,Clay,Autumn,6.92,17.9,819.3,50.2,593.4,186.4,16.03,43.6,164.8,26.4,52.6,17.14
Tomato,Southeast,Alluvial,Spring,5.23,24.9,781.9,46.8,789.3,55.2,19.85,31.8,77.5,48.3,96.5,19.01
Potato,Great Plains,Black Soil,Summer,6.51,28.4,1052.4,68.1,542.6,186.9,14.12,4.1,83.0,62.6,45.5,14.45
Corn,Pacific Northwest,Black Soil,Autumn,6.03,35.1,630.6,70.4,503.3,119.5,4.67,14.9,97.5,32.0,103.9,4.71
Tomato,Pacific Northwest,Sandy Loam,Rabi,6.94,32.2,504.9,59.0,721.1,172.8,16.06,20.5,77.1,37.1,99.2,16.98
Wheat,Pacific Northwest,Alluvial,Autumn,7.83,22.5,597.8,81.8,889.3,87.7,3.11,40.5,59.5,47.1,59.7,3.04
Corn,Delta Region,Black Soil,Kharif,6.83,21.4,1558.7,57.9,183.5,100.9,4.66,1.9,117.9,52.8,75.6,4.55
Cotton,Pacific Northwest,Loamy,Summer,7.2,26.8,693.6,69.8,479.0,241.7,1.77,24.6,144.1,22.4,54.8,1.87
Cotton,Midwest,Loamy,Rabi,6.54,23.4,368.5,40.0,136.7,129.3,2.23,46.3,94.7,62.5,30.2,2.03
Cotton,Delta Region,Sandy Loam,Rabi,8.1,23.1,774.5,67.9,713.8,94.1,2.03,1.8,101.4,52.9,104.5,1.71
Corn,Great Plains,Silt Loam,Autumn,7.48,34.3,1672.8,72.7,524.7,87.3,3.99,3.5,162.9,71.3,23.1,4.09
Soybean,Midwest,Silt Loam,Summer,5.57,20.6,1682.5,55.2,875.1,80.3,2.49,44.5,123.3,18.0,68.4,2.22
Soybean,Southeast,Silt Loam,Autumn,6.4,34.3,589.0,87.0,402.3,231.1,2.0,45.2,57.6,37.7,54.4,2.09
Tomato,Great Plains,Silt Loam,Rabi,6.48,19.6,1711.5,49.0,587.2,126.3,13.57,16.5,70.2,59.5,86.0,14.83
Potato,Central Valley,Sandy Loam,Spring,7.9,22.1,768.4,79.3,397.9,101.3,16.67,16.1,101.2,27.0,104.8,14.08
Cotton,Midwest,Black Soil,Rabi,6.67,17.6,548.9,56.7,378.2,73.4,1.97,16.3,138.2,75.3,79.6,1.8
Rice,Pacific Northwest,Clay,Spring,5.75,17.8,1609.9,86.5,723.3,104.5,3.98,7.3,149.0,25.0,117.0,3.3
Potato,Midwest,Silt Loam,Summer,6.84,20.9,852.4,56.0,640.1,177.5,14.69,27.3,63.9,55.9,50.5,13.34
Soybean,Southeast,Clay,Summer,5.55,26.0,1059.4,70.7,458.9,62.6,2.14,6.0,168.3,52.0,83.7,1.9
Corn,Southeast,Black Soil,Kharif,6.56,21.4,684.0,58.3,271.9,227.6,5.43,13.7,81.7,76.2,93.2,5.09
Cotton,Pacific Northwest,Sandy Loam,Kharif,7.73,18.4,1191.8,75.1,884.0,155.7,1.93,41.8,76.4,74.3,80.3,1.76
Rice,Southeast,Clay,Spring,5.29,19.9,1118.3,61.1,799.1,65.8,3.26,26.0,68.1,72.8,72.1,3.35
Tomato,Midwest,Silt Loam,Kharif,6.72,33.8,1527.5,67.8,382.1,90.0,20.52,26.1,116.1,28.7,48.5,17.58
Tomato,Great Plains,Clay,Summer,6.14,18.4,1352.7,60.4,765.4,98.9,21.07,34.5,85.8,30.8,101.2,16.76
Cotton,Delta Region,Loamy,Kharif,7.79,23.1,1344.1,49.4,323.4,137.7,1.58,26.1,52.3,48.5,94.2,1.63
Wheat,Delta Region,Silt Loam,Autumn,8.16,20.5,1529.8,46.8,583.7,109.1,2.95,46.7,92.6,70.6,46.2,2.65
Corn,Central Valley,Black Soil,Autumn,7.57,29.8,512.6,66.6,543.3,160.3,5.44,29.2,120.8,52.2,43.4,4.85
Soybean,Pacific Northwest,Sandy Loam,Rabi,5.45,27.9,1312.2,54.5,330.0,199.6,2.32,5.7,94.6,66.5,71.5,2.1
Tomato,Southeast,Black Soil,Autumn,6.95,24.8,1163.5,83.8,759.1,254.7,13.08,36.5,86.0,64.7,54.9,15.97
Tomato,Midwest,Black Soil,Kharif,5.35,18.9,989.6,69.2,684.9,190.1,12.84,42.3,165.6,74.2,103.9,14.79
Cotton,Midwest,Sandy Loam,Autumn,7.12,34.1,1005.2,44.1,111.5,125.5,1.43,27.5,121.3,35.9,116.5,1.69
Corn,Central Valley,Sandy Loam,Rabi,7.48,19.2,1792.6,89.1,183.8,91.9,5.23,21.8,70.5,17.1,72.8,4.35
Corn,Great Plains,Black Soil,Kharif,6.93,28.2,1779.5,81.7,163.8,267.4,5.47,39.0,87.1,15.8,102.1,4.73
Soybean,Delta Region,Alluvial,Autumn,5.7,18.1,1028.6,42.3,352.5,178.9,2.38,31.9,99.5,44.6,40.8,2.21
Cotton,Southeast,Loamy,Summer,6.82,16.4,1396.8,88.1,109.5,242.3,1.87,37.5,84.6,23.9,59.5,1.93
Soybean,Pacific Northwest,Loamy,Kharif,7.56,17.6,710.5,82.9,200.5,181.9,2.44,29.2,106.4,24.4,106.6,2.24
Corn,Central Valley,Clay,Spring,5.38,26.6,1548.2,79.9,784.5,215.0,3.46,3.1,46.0,37.9,107.9,3.59
Corn,Midwest,Alluvial,Spring,5.41,22.9,1360.9,79.4,497.0,137.2,4.52,11.1,96.3,79.1,27.9,4.49
Soybean,Southeast,Black Soil,Autumn,5.94,23.1,1507.8,43.0,105.7,126.8,1.83,20.6,85.0,76.2,95.1,2.27
Potato,Central Valley,Sandy Loam,Summer,5.94,29.0,1598.1,81.0,291.5,162.1,17.8,23.1,66.0,39.3,107.7,15.14
Rice,Great Plains,Sandy Loam,Rabi,7.24,16.9,544.3,65.4,292.0,161.8,3.84,20.3,104.0,74.9,74.5,3.57
Potato,Pacific Northwest,Silt Loam,Spring,7.94,21.9,1105.8,58.9,303.9,65.8,12.43,1.2,138.7,43.9,23.5,12.84
Rice,Delta Region,Alluvial,Spring,6.17,33.8,835.4,83.6,607.9,118.9,3.95,48.0,156.0,18.0,57.3,3.59
Rice,Central Valley,Clay,Autumn,5.61,35.6,362.0,47.1,435.8,147.1,3.99,27.8,170.7,50.6,30.2,3.52
